gene	n_ss_samples_with_upoutlier	pct_ss_samples_with_upoutlier	list_of_samples
CRLF1	35	97.22222222222221	TCGA-DX-AB3B-01, TCGA-MJ-A850-01, TCGA-X6-A8C7-01, TCGA-DX-A7EO-01, TCGA-DX-A7ER-01, TCGA-DX-AB3C-01, TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, TCGA-Z4-AAPF-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1361_S01, THR39_1362_S01, THR39_1364_S01, THR39_1365_S01, THR39_1366_S01, THR39_1367_S01, THR39_1370_S01, THR39_1371_S01, THR39_1373_S01, THR39_1375_S01, THR39_1376_S01, THR39_1377_S01, THR31_1386_S01, THR31_1392_S01, THR31_1393_S01, TH03_0156_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01, THR39_1374_S01, THR39_1378_S01, TCGA-DX-A7EQ-01
TMEM59L	32	88.88888888888889	TCGA-DX-AB3B-01, TCGA-MJ-A850-01, TCGA-X6-A8C7-01, TCGA-DX-A7EO-01, TCGA-DX-A7ER-01, TCGA-DX-AB3C-01, TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, TCGA-Z4-AAPF-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1361_S01, THR39_1362_S01, THR39_1365_S01, THR39_1366_S01, THR39_1367_S01, THR39_1370_S01, THR39_1371_S01, THR39_1373_S01, THR39_1375_S01, THR39_1377_S01, THR31_1386_S01, THR31_1392_S01, THR31_1393_S01, TH03_0156_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01, THR39_1374_S01, TCGA-DX-A7EQ-01
DNM3OS	31	86.11111111111111	TCGA-DX-AB3B-01, TCGA-MJ-A850-01, TCGA-X6-A8C7-01, TCGA-DX-A7EO-01, TCGA-DX-A7ER-01, TCGA-DX-AB3C-01, TCGA-FX-A8OO-01, TCGA-Z4-AAPF-01, TH03_0112_S01, TH03_0112_S02, THR39_1361_S01, THR39_1363_S01, THR39_1364_S01, THR39_1366_S01, THR39_1367_S01, THR39_1370_S01, THR39_1371_S01, THR39_1373_S01, THR39_1375_S01, THR39_1376_S01, THR39_1377_S01, THR31_1386_S01, THR31_1392_S01, THR31_1393_S01, TH03_0156_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01, THR39_1374_S01, THR39_1378_S01, TCGA-DX-A7EQ-01
MEOX2	30	83.33333333333334	TCGA-DX-AB3B-01, TCGA-MJ-A850-01, TCGA-DX-A7EO-01, TCGA-DX-A7ER-01, TCGA-DX-AB3C-01, TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, TCGA-Z4-AAPF-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1361_S01, THR39_1363_S01, THR39_1364_S01, THR39_1366_S01, THR39_1367_S01, THR39_1370_S01, THR39_1371_S01, THR39_1373_S01, THR39_1375_S01, THR39_1376_S01, THR31_1386_S01, THR31_1392_S01, THR31_1393_S01, TH03_0156_S01, TH27_0976_S01, THR39_1368_S01, THR39_1372_S01, THR39_1374_S01, THR39_1378_S01
SCX	30	83.33333333333334	TCGA-DX-AB3B-01, TCGA-MJ-A850-01, TCGA-X6-A8C7-01, TCGA-DX-A7EO-01, TCGA-DX-A7ER-01, TCGA-DX-AB3C-01, TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, TCGA-Z4-AAPF-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1361_S01, THR39_1362_S01, THR39_1364_S01, THR39_1365_S01, THR39_1366_S01, THR39_1367_S01, THR39_1371_S01, THR39_1373_S01, THR39_1375_S01, THR39_1377_S01, THR31_1386_S01, THR31_1393_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01, THR39_1378_S01, TCGA-DX-A7EQ-01
SHISA2	29	80.55555555555556	TCGA-DX-AB3B-01, TCGA-X6-A8C7-01, TCGA-DX-A7EO-01, TCGA-DX-A7ER-01, TCGA-DX-AB3C-01, TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, TCGA-Z4-AAPF-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1361_S01, THR39_1362_S01, THR39_1365_S01, THR39_1366_S01, THR39_1367_S01, THR39_1370_S01, THR39_1371_S01, THR39_1375_S01, THR39_1377_S01, THR31_1386_S01, THR31_1392_S01, THR31_1393_S01, TH03_0156_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01, THR39_1374_S01, THR39_1378_S01
COL9A3	26	72.22222222222221	TCGA-DX-AB3B-01, TCGA-MJ-A850-01, TCGA-DX-AB3C-01, TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, TCGA-Z4-AAPF-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1361_S01, THR39_1362_S01, THR39_1364_S01, THR39_1365_S01, THR39_1371_S01, THR39_1373_S01, THR39_1375_S01, THR39_1377_S01, THR31_1386_S01, THR31_1392_S01, TH03_0156_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01, THR39_1374_S01, THR39_1378_S01, TCGA-DX-A7EQ-01
CRABP1	26	72.22222222222221	TCGA-DX-AB3B-01, TCGA-MJ-A850-01, TCGA-DX-A7EO-01, TCGA-DX-A7ER-01, TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, TCGA-Z4-AAPF-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1361_S01, THR39_1362_S01, THR39_1363_S01, THR39_1366_S01, THR39_1367_S01, THR39_1370_S01, THR39_1371_S01, THR39_1375_S01, THR39_1376_S01, THR31_1386_S01, TH03_0156_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01, THR39_1374_S01, THR39_1378_S01
GLT8D2	26	72.22222222222221	TCGA-DX-AB3B-01, TCGA-X6-A8C7-01, TCGA-WK-A8XT-01, TCGA-Z4-AAPF-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1361_S01, THR39_1363_S01, THR39_1364_S01, THR39_1365_S01, THR39_1366_S01, THR39_1367_S01, THR39_1370_S01, THR39_1371_S01, THR39_1373_S01, THR39_1375_S01, THR39_1376_S01, THR39_1377_S01, THR31_1386_S01, THR31_1392_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01, THR39_1374_S01
RNF212	26	72.22222222222221	TCGA-DX-AB3B-01, TCGA-MJ-A850-01, TCGA-X6-A8C7-01, TCGA-DX-A7ER-01, TCGA-DX-AB3C-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1361_S01, THR39_1363_S01, THR39_1364_S01, THR39_1365_S01, THR39_1366_S01, THR39_1370_S01, THR39_1371_S01, THR39_1373_S01, THR39_1375_S01, THR39_1377_S01, THR31_1386_S01, TH03_0156_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01, THR39_1374_S01, THR39_1378_S01
TLE1	26	72.22222222222221	TCGA-X6-A8C7-01, TCGA-WK-A8XT-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1361_S01, THR39_1363_S01, THR39_1364_S01, THR39_1365_S01, THR39_1366_S01, THR39_1367_S01, THR39_1370_S01, THR39_1371_S01, THR39_1373_S01, THR39_1375_S01, THR39_1376_S01, THR39_1377_S01, THR31_1386_S01, THR31_1392_S01, THR31_1393_S01, TH03_0156_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01, THR39_1374_S01
COL2A1	25	69.44444444444444	TCGA-DX-AB3B-01, TCGA-DX-A7EO-01, TCGA-DX-A7ER-01, TCGA-DX-AB3C-01, TCGA-WK-A8XT-01, TCGA-Z4-AAPF-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1362_S01, THR39_1363_S01, THR39_1364_S01, THR39_1367_S01, THR39_1370_S01, THR39_1371_S01, THR39_1376_S01, THR31_1386_S01, THR31_1393_S01, TH03_0156_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01, THR39_1374_S01, TCGA-DX-A7EQ-01
EBF3	25	69.44444444444444	TCGA-DX-AB3B-01, TCGA-X6-A8C7-01, TCGA-DX-A7ER-01, TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, TCGA-Z4-AAPF-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1361_S01, THR39_1365_S01, THR39_1366_S01, THR39_1367_S01, THR39_1370_S01, THR39_1371_S01, THR39_1373_S01, THR39_1375_S01, THR39_1376_S01, THR31_1386_S01, THR31_1392_S01, THR31_1393_S01, TH03_0156_S01, THR39_1368_S01, THR39_1369_S01, THR39_1378_S01
MEG3	25	69.44444444444444	TCGA-DX-AB3B-01, TCGA-MJ-A850-01, TCGA-X6-A8C7-01, TCGA-DX-A7EO-01, TCGA-DX-A7ER-01, TCGA-DX-AB3C-01, TCGA-FX-A8OO-01, THR39_1362_S01, THR39_1364_S01, THR39_1365_S01, THR39_1366_S01, THR39_1370_S01, THR39_1371_S01, THR39_1373_S01, THR39_1375_S01, THR39_1376_S01, THR39_1377_S01, THR31_1386_S01, THR31_1393_S01, TH03_0156_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01, THR39_1378_S01, TCGA-DX-A7EQ-01
RASL11B	25	69.44444444444444	TCGA-DX-AB3B-01, TCGA-MJ-A850-01, TCGA-X6-A8C7-01, TCGA-DX-A7ER-01, TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1361_S01, THR39_1363_S01, THR39_1364_S01, THR39_1366_S01, THR39_1370_S01, THR39_1375_S01, THR39_1376_S01, THR39_1377_S01, THR31_1386_S01, THR31_1392_S01, THR31_1393_S01, TH03_0156_S01, TH27_0976_S01, THR39_1368_S01, THR39_1374_S01, TCGA-DX-A7EQ-01
FZD1	23	63.888888888888886	TCGA-DX-AB3B-01, TCGA-MJ-A850-01, TCGA-X6-A8C7-01, TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, TH03_0112_S01, TH03_0112_S02, THR39_1361_S01, THR39_1363_S01, THR39_1364_S01, THR39_1365_S01, THR39_1366_S01, THR39_1367_S01, THR39_1370_S01, THR39_1371_S01, THR39_1373_S01, THR39_1375_S01, THR39_1376_S01, THR31_1386_S01, THR31_1392_S01, THR39_1368_S01, THR39_1372_S01, THR39_1374_S01
WIF1	23	63.888888888888886	TCGA-MJ-A850-01, TCGA-DX-A7EO-01, TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, THR39_1361_S01, THR39_1362_S01, THR39_1363_S01, THR39_1364_S01, THR39_1365_S01, THR39_1366_S01, THR39_1367_S01, THR39_1370_S01, THR39_1373_S01, THR39_1375_S01, THR39_1377_S01, THR31_1386_S01, THR31_1392_S01, TH03_0156_S01, TH27_0976_S01, THR39_1369_S01, THR39_1372_S01, THR39_1374_S01, TCGA-DX-A7EQ-01
CRTAC1	22	61.111111111111114	TCGA-MJ-A850-01, TCGA-DX-A7ER-01, TCGA-DX-AB3C-01, TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, TH03_0112_S01, TH03_0112_S02, THR39_1361_S01, THR39_1364_S01, THR39_1366_S01, THR39_1367_S01, THR39_1370_S01, THR39_1371_S01, THR39_1373_S01, THR39_1375_S01, THR39_1376_S01, THR31_1386_S01, THR31_1392_S01, THR31_1393_S01, TH03_0156_S01, THR39_1372_S01, TCGA-DX-A7EQ-01
PDZD4	22	61.111111111111114	TCGA-MJ-A850-01, TCGA-X6-A8C7-01, TCGA-DX-A7EO-01, TCGA-DX-A7ER-01, TCGA-DX-AB3C-01, TCGA-WK-A8XT-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1362_S01, THR39_1365_S01, THR39_1366_S01, THR39_1371_S01, THR39_1375_S01, THR39_1377_S01, THR31_1386_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01, THR39_1378_S01, TCGA-DX-A7EQ-01
SIX1	22	61.111111111111114	TCGA-DX-AB3B-01, TCGA-MJ-A850-01, TCGA-X6-A8C7-01, TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, TCGA-Z4-AAPF-01, THR39_1361_S01, THR39_1363_S01, THR39_1364_S01, THR39_1365_S01, THR39_1367_S01, THR39_1370_S01, THR39_1373_S01, THR39_1375_S01, THR39_1376_S01, THR39_1377_S01, THR31_1386_S01, THR31_1393_S01, TH27_0976_S01, THR39_1368_S01, THR39_1374_S01, TCGA-DX-A7EQ-01
ADGRA3	21	58.333333333333336	TCGA-DX-AB3B-01, TCGA-X6-A8C7-01, TCGA-WK-A8XT-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1361_S01, THR39_1363_S01, THR39_1366_S01, THR39_1367_S01, THR39_1371_S01, THR39_1375_S01, THR39_1376_S01, THR31_1386_S01, THR31_1392_S01, THR31_1393_S01, TH03_0156_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01, THR39_1374_S01
CTAG1A	21	58.333333333333336	TCGA-DX-AB3B-01, TCGA-MJ-A850-01, TCGA-DX-A7EO-01, TCGA-DX-AB3C-01, TH03_0112_S01, TH03_0112_S02, THR39_1361_S01, THR39_1362_S01, THR39_1363_S01, THR39_1364_S01, THR39_1366_S01, THR39_1370_S01, THR39_1371_S01, THR39_1375_S01, THR31_1386_S01, THR31_1392_S01, THR31_1393_S01, THR39_1372_S01, THR39_1374_S01, THR39_1378_S01, TCGA-DX-A7EQ-01
DACT1	21	58.333333333333336	TCGA-DX-AB3B-01, TCGA-X6-A8C7-01, TCGA-DX-A7ER-01, TCGA-DX-AB3C-01, TCGA-WK-A8XT-01, TCGA-Z4-AAPF-01, THR39_1360_S01, THR39_1361_S01, THR39_1362_S01, THR39_1364_S01, THR39_1365_S01, THR39_1366_S01, THR39_1367_S01, THR39_1371_S01, THR39_1375_S01, THR39_1377_S01, THR31_1386_S01, THR31_1392_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01
DLK1	21	58.333333333333336	TCGA-DX-AB3B-01, TCGA-MJ-A850-01, TCGA-X6-A8C7-01, TCGA-DX-A7ER-01, TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, TH03_0112_S01, THR39_1361_S01, THR39_1362_S01, THR39_1365_S01, THR39_1367_S01, THR39_1371_S01, THR39_1373_S01, THR39_1375_S01, THR39_1377_S01, THR31_1386_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01, TCGA-DX-A7EQ-01
BARX1	20	55.55555555555556	TCGA-MJ-A850-01, TCGA-X6-A8C7-01, TCGA-DX-A7EO-01, TCGA-DX-AB3C-01, TCGA-Z4-AAPF-01, TH03_0112_S01, TH03_0112_S02, THR39_1363_S01, THR39_1364_S01, THR39_1366_S01, THR39_1367_S01, THR39_1371_S01, THR39_1373_S01, THR39_1376_S01, TH27_0976_S01, THR39_1369_S01, THR39_1372_S01, THR39_1374_S01, THR39_1378_S01, TCGA-DX-A7EQ-01
EFNB3	20	55.55555555555556	TCGA-DX-AB3B-01, TCGA-WK-A8XT-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1361_S01, THR39_1362_S01, THR39_1364_S01, THR39_1365_S01, THR39_1366_S01, THR39_1367_S01, THR39_1371_S01, THR39_1373_S01, THR39_1377_S01, THR31_1386_S01, THR31_1393_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01
RBFOX2	20	55.55555555555556	TCGA-X6-A8C7-01, THR39_1360_S01, THR39_1361_S01, THR39_1363_S01, THR39_1364_S01, THR39_1366_S01, THR39_1367_S01, THR39_1370_S01, THR39_1371_S01, THR39_1373_S01, THR39_1375_S01, THR39_1376_S01, THR31_1386_S01, THR31_1392_S01, THR31_1393_S01, TH03_0156_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01, THR39_1374_S01
SCN4B	20	55.55555555555556	TCGA-DX-A7ER-01, TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1362_S01, THR39_1366_S01, THR39_1367_S01, THR39_1370_S01, THR39_1376_S01, THR39_1377_S01, THR31_1386_S01, THR31_1392_S01, THR31_1393_S01, TH03_0156_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01
COLEC12	19	52.77777777777778	TCGA-DX-AB3B-01, TCGA-X6-A8C7-01, TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, TH03_0112_S02, THR39_1360_S01, THR39_1361_S01, THR39_1362_S01, THR39_1365_S01, THR39_1367_S01, THR39_1370_S01, THR39_1371_S01, THR39_1375_S01, THR39_1376_S01, THR39_1377_S01, THR31_1386_S01, THR31_1392_S01, TH27_0976_S01, THR39_1369_S01
GFRA1	19	52.77777777777778	TCGA-DX-AB3B-01, TCGA-DX-A7ER-01, TCGA-DX-AB3C-01, TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, TH03_0112_S02, THR39_1360_S01, THR39_1361_S01, THR39_1365_S01, THR39_1366_S01, THR39_1367_S01, THR39_1375_S01, THR39_1377_S01, THR31_1386_S01, THR31_1392_S01, THR31_1393_S01, TH03_0156_S01, TH27_0976_S01, THR39_1369_S01
TCEAL7	19	52.77777777777778	TCGA-DX-AB3B-01, TCGA-DX-A7ER-01, TCGA-WK-A8XT-01, TCGA-Z4-AAPF-01, TH03_0112_S01, THR39_1361_S01, THR39_1365_S01, THR39_1366_S01, THR39_1367_S01, THR39_1371_S01, THR39_1373_S01, THR39_1375_S01, THR39_1377_S01, THR31_1392_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01, THR39_1378_S01
TRPS1	19	52.77777777777778	TCGA-DX-AB3B-01, TCGA-X6-A8C7-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1363_S01, THR39_1366_S01, THR39_1367_S01, THR39_1370_S01, THR39_1371_S01, THR39_1376_S01, THR31_1386_S01, THR31_1392_S01, THR31_1393_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01, THR39_1374_S01
ZIC2	19	52.77777777777778	TCGA-DX-AB3B-01, TCGA-X6-A8C7-01, TCGA-WK-A8XT-01, TCGA-Z4-AAPF-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1362_S01, THR39_1363_S01, THR39_1371_S01, THR39_1376_S01, THR39_1377_S01, THR31_1386_S01, THR31_1392_S01, THR31_1393_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01, TCGA-DX-A7EQ-01
BCOR	18	50	TCGA-DX-AB3B-01, TCGA-X6-A8C7-01, TCGA-DX-A7EO-01, TCGA-WK-A8XT-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1361_S01, THR39_1362_S01, THR39_1365_S01, THR39_1366_S01, THR39_1367_S01, THR39_1375_S01, THR39_1377_S01, THR31_1386_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01
NR2F2	18	50	TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, TH03_0112_S01, TH03_0112_S02, THR39_1363_S01, THR39_1364_S01, THR39_1366_S01, THR39_1367_S01, THR39_1370_S01, THR39_1371_S01, THR39_1373_S01, THR39_1376_S01, THR31_1386_S01, THR31_1392_S01, THR31_1393_S01, THR39_1368_S01, THR39_1372_S01, THR39_1374_S01
FOXD1-AS1	17	47.22222222222222	TCGA-DX-AB3B-01, TCGA-MJ-A850-01, TCGA-X6-A8C7-01, TCGA-DX-A7EO-01, TCGA-DX-A7ER-01, THR39_1360_S01, THR39_1361_S01, THR39_1365_S01, THR39_1366_S01, THR39_1367_S01, THR39_1370_S01, THR39_1371_S01, THR39_1375_S01, THR39_1377_S01, THR39_1368_S01, THR39_1369_S01, THR39_1378_S01
NPTX2	17	47.22222222222222	TCGA-DX-AB3B-01, TCGA-MJ-A850-01, TCGA-X6-A8C7-01, TH03_0112_S01, TH03_0112_S02, THR39_1361_S01, THR39_1362_S01, THR39_1365_S01, THR39_1366_S01, THR39_1367_S01, THR39_1370_S01, THR39_1371_S01, THR39_1376_S01, THR39_1377_S01, TH03_0156_S01, TH27_0976_S01, THR39_1372_S01
OSR1	17	47.22222222222222	TCGA-MJ-A850-01, TCGA-DX-A7EO-01, TCGA-DX-A7ER-01, TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, THR39_1360_S01, THR39_1363_S01, THR39_1364_S01, THR39_1367_S01, THR39_1370_S01, THR39_1373_S01, THR39_1376_S01, THR31_1386_S01, THR31_1392_S01, TH03_0156_S01, THR39_1368_S01, THR39_1374_S01
SOX8	17	47.22222222222222	TCGA-DX-AB3B-01, TCGA-MJ-A850-01, TCGA-DX-A7ER-01, TCGA-WK-A8XT-01, TCGA-Z4-AAPF-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1362_S01, THR39_1364_S01, THR39_1371_S01, THR31_1386_S01, THR31_1393_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01, TCGA-DX-A7EQ-01
SS18	17	47.22222222222222	TCGA-X6-A8C7-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1362_S01, THR39_1364_S01, THR39_1365_S01, THR39_1366_S01, THR39_1370_S01, THR39_1373_S01, THR39_1375_S01, THR31_1386_S01, TH03_0156_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01
SSX1	17	47.22222222222222	TCGA-DX-AB3B-01, TCGA-MJ-A850-01, TCGA-X6-A8C7-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1361_S01, THR39_1362_S01, THR39_1365_S01, THR39_1371_S01, THR39_1373_S01, THR39_1375_S01, THR31_1386_S01, THR31_1392_S01, THR31_1393_S01, TH03_0156_S01, TH27_0976_S01
SUCO	17	47.22222222222222	TCGA-FX-A8OO-01, TH03_0112_S01, TH03_0112_S02, THR39_1363_S01, THR39_1364_S01, THR39_1370_S01, THR39_1371_S01, THR39_1373_S01, THR39_1376_S01, THR31_1386_S01, THR31_1392_S01, TH03_0156_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01, THR39_1374_S01
TGFB2-OT1	17	47.22222222222222	TCGA-MJ-A850-01, TCGA-DX-A7EO-01, TCGA-DX-A7ER-01, TCGA-DX-AB3C-01, TCGA-WK-A8XT-01, TCGA-Z4-AAPF-01, THR39_1361_S01, THR39_1363_S01, THR39_1364_S01, THR39_1371_S01, THR39_1373_S01, THR39_1375_S01, THR39_1376_S01, THR39_1377_S01, THR39_1368_S01, THR39_1374_S01, TCGA-DX-A7EQ-01
COL23A1	16	44.44444444444444	TCGA-MJ-A850-01, TCGA-DX-A7ER-01, TCGA-DX-AB3C-01, TCGA-WK-A8XT-01, TH03_0112_S01, TH03_0112_S02, THR39_1370_S01, THR39_1371_S01, THR39_1373_S01, THR31_1386_S01, THR31_1392_S01, THR31_1393_S01, TH03_0156_S01, THR39_1372_S01, THR39_1378_S01, TCGA-DX-A7EQ-01
DLX1	16	44.44444444444444	TCGA-X6-A8C7-01, TCGA-FX-A8OO-01, TCGA-Z4-AAPF-01, THR39_1360_S01, THR39_1361_S01, THR39_1362_S01, THR39_1363_S01, THR39_1365_S01, THR39_1366_S01, THR39_1367_S01, THR39_1370_S01, THR39_1375_S01, THR39_1376_S01, THR31_1386_S01, THR39_1368_S01, THR39_1369_S01
FOXC1	16	44.44444444444444	TCGA-DX-AB3B-01, TCGA-X6-A8C7-01, TH03_0112_S02, THR39_1361_S01, THR39_1362_S01, THR39_1365_S01, THR39_1366_S01, THR39_1367_S01, THR39_1371_S01, THR39_1375_S01, THR39_1377_S01, THR31_1386_S01, THR31_1392_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01
NOTUM	16	44.44444444444444	TCGA-MJ-A850-01, TCGA-DX-A7EO-01, TCGA-WK-A8XT-01, TCGA-Z4-AAPF-01, TH03_0112_S01, TH03_0112_S02, THR39_1362_S01, THR39_1363_S01, THR39_1364_S01, THR39_1365_S01, THR39_1366_S01, THR39_1371_S01, THR39_1377_S01, THR31_1392_S01, THR39_1374_S01, TCGA-DX-A7EQ-01
OLFML1	16	44.44444444444444	TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, TH03_0112_S01, THR39_1363_S01, THR39_1364_S01, THR39_1366_S01, THR39_1370_S01, THR39_1373_S01, THR39_1376_S01, THR39_1377_S01, THR31_1386_S01, THR31_1392_S01, THR31_1393_S01, TH03_0156_S01, TH27_0976_S01, THR39_1374_S01
TGFB2	16	44.44444444444444	TCGA-MJ-A850-01, TCGA-WK-A8XT-01, THR39_1361_S01, THR39_1363_S01, THR39_1364_S01, THR39_1370_S01, THR39_1371_S01, THR39_1373_S01, THR39_1375_S01, THR39_1376_S01, THR39_1377_S01, THR31_1392_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01, THR39_1374_S01
CHST8	15	41.66666666666667	TCGA-MJ-A850-01, TCGA-DX-A7EO-01, TCGA-DX-A7ER-01, TCGA-DX-AB3C-01, TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, TH03_0112_S01, TH03_0112_S02, THR39_1366_S01, THR39_1370_S01, THR31_1386_S01, THR31_1393_S01, THR39_1368_S01, THR39_1372_S01, TCGA-DX-A7EQ-01
GPR162	15	41.66666666666667	TCGA-DX-A7ER-01, TCGA-DX-AB3C-01, TCGA-Z4-AAPF-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1362_S01, THR39_1364_S01, THR39_1371_S01, THR39_1373_S01, THR39_1376_S01, TH27_0976_S01, THR39_1368_S01, THR39_1372_S01, TCGA-DX-A7EQ-01
PRPH	15	41.66666666666667	TCGA-MJ-A850-01, TCGA-DX-A7ER-01, TCGA-DX-AB3C-01, TCGA-WK-A8XT-01, THR39_1361_S01, THR39_1362_S01, THR39_1365_S01, THR39_1367_S01, THR39_1370_S01, THR39_1373_S01, THR39_1376_S01, THR39_1377_S01, THR31_1393_S01, TH03_0156_S01, THR39_1374_S01
TMEM132C	15	41.66666666666667	TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, TH03_0112_S02, THR39_1360_S01, THR39_1361_S01, THR39_1362_S01, THR39_1363_S01, THR39_1364_S01, THR39_1371_S01, THR39_1373_S01, THR31_1386_S01, THR31_1392_S01, TH27_0976_S01, THR39_1369_S01, THR39_1374_S01
BMP5	14	38.88888888888889	TCGA-WK-A8XT-01, TH03_0112_S01, TH03_0112_S02, THR39_1361_S01, THR39_1363_S01, THR39_1365_S01, THR39_1366_S01, THR39_1367_S01, THR39_1375_S01, THR39_1377_S01, THR31_1386_S01, THR31_1392_S01, THR39_1374_S01, THR39_1378_S01
DLX5	14	38.88888888888889	TCGA-X6-A8C7-01, TCGA-DX-A7EO-01, TCGA-DX-AB3C-01, THR39_1361_S01, THR39_1362_S01, THR39_1365_S01, THR39_1366_S01, THR39_1367_S01, THR39_1371_S01, THR39_1375_S01, THR39_1377_S01, THR31_1386_S01, TH27_0976_S01, THR39_1378_S01
FBN2	14	38.88888888888889	TCGA-X6-A8C7-01, TCGA-DX-A7EO-01, TCGA-DX-AB3C-01, TH03_0112_S01, THR39_1360_S01, THR39_1361_S01, THR39_1362_S01, THR39_1366_S01, THR39_1375_S01, THR39_1377_S01, THR31_1386_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01
